,formula,thickness,density,transmission,mu_per_cm,height_mm,height
159,Ni8835Co844Cr4188Al348Mo616Ti431Nb310Fe1931,3.034462780361634,8.21,27.491157698832282,1.7217410283257932,10.3305,10.3305
160,Ni8901Co823Cr3832Al354Mo590Ti402Nb266Fe1983,3.048151208124655,8.21,27.05602240704989,1.7430140875455538,10.3955,10.3955
161,Ni8859Co833Cr3609Al354Mo625Ti437Nb306Fe1936,3.1166020657719584,8.21,26.98339828227299,1.7465978500444885,10.4605,10.4605
162,Ni8827Co824Cr3502Al352Mo592Ti428Nb300Fe1957,3.1162311184951985,8.21,26.8367479234068,1.7538640620313697,10.5255,10.5255
163,Ni8782Co826Cr3601Al344Mo649Ti439Nb356Fe1900,3.1170930248358744,8.21,27.194693609680193,1.736197759463547,10.5904,10.5904
164,Ni8899Co829Cr3582Al344Mo597Ti390Nb272Fe1960,3.117097402867813,8.21,26.79373345654864,1.7560028694147798,10.6554,10.6554
165,Ni8775Co823Cr3659Al338Mo624Ti404Nb320Fe1952,3.117071496459051,8.21,27.12464253416597,1.739636736904309,10.7204,10.7204
166,Ni8841Co817Cr3656Al344Mo613Ti455Nb359Fe1913,3.118079497074016,8.21,27.19456941665764,1.7362038485586193,10.7853,10.7853
167,Ni8899Co837Cr3790Al349Mo597Ti370Nb237Fe1996,3.119778655593308,8.22,26.85160516734747,1.7531261120681905,10.8503,10.8503
168,Ni8793Co919Cr3970Al361Mo656Ti458Nb303Fe1799,3.186615643496051,8.22,26.98530990493439,1.7465033941902766,10.9153,10.9153
169,Ni8939Co1022Cr3998Al381Mo668Ti416Nb198Fe1729,3.2487151723238563,8.22,26.28875798220226,1.7813717217822866,10.9803,10.9803
170,Ni8805Co970Cr3936Al370Mo671Ti480Nb280Fe1720,3.2180986310186475,8.22,26.69923110622389,1.760713891354998,11.0452,11.0452
171,Ni8873Co994Cr4172Al378Mo638Ti417Nb214Fe1764,3.1504282708190576,8.22,26.574858107679276,1.766939468120346,11.1102,11.1102
172,Ni8801Co1037Cr3995Al386Mo718Ti491Nb258Fe1618,3.1146784426657335,8.22,26.51803834991393,1.7697933228164808,11.1752,11.1752
173,Ni8857Co1053Cr3955Al386Mo687Ti451Nb205Fe1659,3.114735938963426,8.22,26.19841035543315,1.785961934024665,11.2401,11.2401
174,Ni8837Co1015Cr3911Al376Mo693Ti453Nb241Fe1701,3.1509099771547215,8.22,26.425898155901624,1.7744342212519324,11.3051,11.3051
175,Ni8855Co1039Cr4036Al386Mo710Ti484Nb234Fe1633,3.1586344476689634,8.22,26.458682145462696,1.77278111210625,11.3701,11.3701
176,Ni8838Co1053Cr4048Al395Mo682Ti474Nb225Fe1646,3.1599795869349223,8.22,26.341714786671616,1.7786885197230904,11.4351,11.4351
177,Ni8881Co1085Cr4042Al393Mo697Ti449Nb199Fe1606,3.1604049656504167,8.22,26.14047098809344,1.788913946729554,11.5,11.5
178,Ni8842Co1102Cr4035Al405Mo729Ti482Nb216Fe1559,3.157477665608651,8.22,26.195670345445905,1.786101390490133,11.565,11.565
179,Ni8795Co1095Cr3989Al404Mo707Ti474Nb221Fe1558,3.221721635144325,8.22,26.149928427188907,1.788431643321186,11.63,11.63
180,Ni8923Co1117Cr4015Al410Mo686Ti445Nb168Fe1585,3.2458925447805913,8.22,25.877006759220432,1.8024205086639489,11.695,11.695
181,Ni8755Co1099Cr4024Al415Mo750Ti529Nb226Fe1509,3.2454410588216684,8.22,26.30208846713205,1.7806957874139677,11.7599,11.7599
182,Ni8666Co1106Cr4004Al410Mo758Ti699Nb245Fe1467,3.2451920461600063,8.22,26.386286701163986,1.7764343385744967,11.8249,11.8249
183,Ni8898Co1145Cr3996Al406Mo720Ti467Nb187Fe1522,3.245195464947735,8.22,25.860119636383068,1.8032909151264416,11.8899,11.8899
184,Ni8883Co1134Cr4008Al401Mo713Ti436Nb190Fe1557,3.245200056688921,8.22,25.91052937645087,1.8006943470215167,11.9548,11.9548
185,Ni8854Co1140Cr3968Al410Mo735Ti490Nb204Fe1508,3.2451999930024726,8.22,25.946822326951125,1.7988280500750609,12.0198,12.0198
186,Ni8677Co1106Cr3953Al399Mo768Ti583Nb263Fe1463,3.2451999642476554,8.22,26.349536321205953,1.7782926774316372,12.0848,12.0848
187,Ni8816Co1134Cr3809Al408Mo729Ti498Nb210Fe1491,3.2452049450430027,8.22,25.818460971896716,1.8054405445225787,12.1498,12.1498
188,Ni8769Co1137Cr3928Al398Mo749Ti516Nb226Fe1486,3.245207171875516,8.22,26.02284190586171,1.7949273317488423,12.2147,12.2147
189,Ni8826Co1129Cr3861Al400Mo727Ti478Nb211Fe1517,3.2449363446386346,8.22,25.882670659763164,1.8021287036219924,12.2797,12.2797
190,Ni8794Co1138Cr3712Al411Mo765Ti533Nb240Fe1459,3.244509366138976,8.22,25.871831958612095,1.8026871710408603,12.3447,12.3447
191,Ni8857Co1156Cr3875Al409Mo735Ti530Nb220Fe1471,3.269332794928722,8.22,25.82733427679417,1.8049823824105988,12.4096,12.4096
192,Ni8835Co1148Cr3764Al410Mo733Ti493Nb200Fe1491,3.3376216605474722,8.22,25.697816389915438,1.811685550759492,12.4746,12.4746
193,Ni8866Co1141Cr3889Al405Mo725Ti471Nb193Fe1508,3.375770155190922,8.22,25.800308582693134,1.8063783114167273,12.5396,12.5396
194,Ni8884Co1147Cr3799Al411Mo712Ti471Nb199Fe1514,3.373507307828446,8.22,25.67237814705804,1.8130060697967012,12.6046,12.6046
195,Ni8894Co1155Cr3851Al411Mo716Ti475Nb178Fe1496,3.373253644569607,8.22,25.6426954438223,1.8145485772625287,12.6695,12.6695
196,Ni8862Co1160Cr3899Al405Mo734Ti455Nb185Fe1505,3.3732627592286533,8.22,25.732545887492847,1.8098848244275052,12.7345,12.7345
197,Ni8725Co1127Cr3943Al392Mo758Ti541Nb255Fe1466,3.373539430921262,8.22,26.178279691714362,1.7869868512638367,12.7995,12.7995
198,Ni8884Co1164Cr3918Al403Mo730Ti480Nb207Fe1482,3.3753385273169747,8.22,25.76993919867649,1.8079486942806893,12.8644,12.8644
199,Ni8827Co1143Cr3736Al413Mo731Ti507Nb213Fe1502,3.3404764420413,8.22,25.7306878557533,1.8099811019240253,12.9294,12.9294
200,Ni8825Co1154Cr3868Al402Mo719Ti493Nb196Fe1491,3.2716109010787857,8.22,25.732558035072913,1.8098841950001,12.9944,12.9944
201,Ni8665Co1121Cr3732Al413Mo750Ti534Nb261Fe1469,3.2466040205427276,8.22,26.02211300538993,1.7949646789728886,13.0594,13.0594
202,Ni8806Co1141Cr3627Al409Mo744Ti496Nb222Fe1469,3.185850456955328,8.22,25.666315636918917,1.813320972506293,13.1243,13.1243
203,Ni8834Co1156Cr3602Al417Mo722Ti488Nb200Fe1478,3.1222103813635056,8.22,25.47461542935276,1.823316937326804,13.1893,13.1893
204,Ni8819Co1158Cr3554Al407Mo740Ti494Nb203Fe1477,3.0579061842743487,8.22,25.467385678338477,1.8236953939195626,13.2543,13.2543
205,Ni8845Co1156Cr3625Al402Mo729Ti477Nb182Fe1486,2.990792913076715,8.22,25.455811135241298,1.824301511577566,13.3192,13.3192
206,Ni8832Co1156Cr3530Al411Mo741Ti497Nb182Fe1467,2.9897206757074204,8.22,25.397535791410714,1.8273573770082103,13.3842,13.3842
207,Ni8770Co1176Cr3563Al415Mo769Ti493Nb191Fe1448,2.989155213243466,8.22,25.453762190123996,1.8244088362572322,13.4492,13.4492
208,Ni8774Co1147Cr3636Al408Mo760Ti526Nb213Fe1452,3.0068127583584827,8.22,25.680911707888086,1.8125629402038903,13.5142,13.5142
209,Ni8689Co1127Cr3883Al402Mo776Ti521Nb236Fe1486,3.0749519828796354,8.22,26.136918209097576,1.7890951737855023,13.5791,13.5791
210,Ni8857Co1164Cr3924Al407Mo767Ti503Nb209Fe1456,3.120142591574715,8.22,25.876131996452628,1.8024655822724382,13.6441,13.6441
211,Ni8713Co1166Cr3882Al414Mo774Ti514Nb216Fe1429,3.11682267478148,8.22,25.90280735160439,1.8010917749369935,13.7091,13.7091
212,Ni8846Co1171Cr3931Al406Mo723Ti477Nb191Fe1489,3.1389980456063324,8.22,25.716672471078784,1.8107075601877567,13.7741,13.7741
213,Ni8782Co1140Cr3963Al405Mo750Ti475Nb211Fe1494,3.2072150553936,8.22,26.001991863364545,1.7959960543621465,13.839,13.839
214,Ni8843Co1148Cr3750Al424Mo733Ti486Nb191Fe1483,3.247996916629635,8.22,25.66393409471272,1.813444696416741,13.904,13.904
215,Ni8839Co1151Cr3881Al399Mo718Ti489Nb180Fe1495,3.2453713648067044,8.22,25.710072521856763,1.8110497919329527,13.969,13.969
216,Ni8810Co1185Cr3879Al403Mo753Ti498Nb195Fe1436,3.2451518116615157,8.22,25.68422375016087,1.8123909925849284,14.0339,14.0339
217,Ni8810Co1179Cr3915Al408Mo767Ti509Nb212Fe1425,3.245196080987232,8.22,25.820130282303033,1.8053543397228295,14.0989,14.0989
218,Ni8855Co1334Cr3997Al437Mo775Ti520Nb140Fe1245,3.2452007984301408,8.22,25.09199147749164,1.8434952738720976,14.1639,14.1639
219,Ni8874Co1311Cr3948Al434Mo779Ti517Nb142Fe1264,3.245200045573245,8.23,25.10207919788911,1.8429593422824333,14.2289,14.2289
220,Ni8780Co1295Cr3931Al453Mo792Ti539Nb156Fe1261,3.245200280293418,8.23,25.255725558188423,1.8348230682559497,14.2938,14.2938
221,Ni8789Co1298Cr4050Al428Mo811Ti592Nb176Fe1240,3.2452024600137888,8.23,25.44434882025698,1.8249020239106297,14.3588,14.3588
222,Ni8827Co1354Cr4023Al442Mo792Ti542Nb129Fe1219,3.2451861808995304,8.23,25.02406294042284,1.8471097419013793,14.4238,14.4238
223,Ni8833Co1361Cr4049Al440Mo797Ti543Nb133Fe1199,3.24505152767342,8.23,25.033484096614682,1.8466078578706597,14.4887,14.4887
224,Ni8794Co1371Cr3930Al438Mo799Ti563Nb140Fe1164,3.2458236140308947,8.23,24.899097975687795,1.8537848120661258,14.5537,14.5537
225,Ni8843Co1383Cr4010Al444Mo825Ti547Nb132Fe1147,3.2559442850524625,8.23,24.955003696554282,1.8507944465836355,14.6187,14.6187
226,Ni8866Co1399Cr4004Al453Mo811Ti544Nb133Fe1133,3.3284049585454807,8.23,24.853248007902813,1.8562423165909003,14.6836,14.6836
227,Ni8816Co1405Cr4001Al450Mo842Ti584Nb132Fe1084,3.3460529611054786,8.23,24.901672577648686,1.853646950640311,14.7486,14.7486
228,Ni8882Co1413Cr3823Al459Mo813Ti535Nb112Fe1109,3.3739573766399706,8.23,24.56113626882047,1.8720064250162967,14.8136,14.8136
229,Ni8869Co1415Cr3973Al458Mo817Ti536Nb115Fe1102,3.3735800279479546,8.23,24.720650937814366,1.863374961745917,14.8785,14.8785
230,Ni8864Co1406Cr3928Al452Mo810Ti548Nb119Fe1102,3.3733461375036766,8.23,24.702798128029045,1.8643382189797058,14.9435,14.9435
231,Ni8784Co1417Cr3936Al442Mo830Ti537Nb133Fe1103,3.3766890591468957,8.23,24.759263939105175,1.8612939552486258,15.0085,15.0085
232,Ni8777Co1431Cr3869Al466Mo849Ti575Nb115Fe1048,3.3302711746955818,8.23,24.651160158013965,1.8671282951641244,15.0734,15.0734
233,Ni8833Co1442Cr3856Al464Mo824Ti546Nb107Fe1056,3.262047841715095,8.23,24.497407278051067,1.875470532563976,15.1384,15.1384
234,Ni8825Co1435Cr3871Al461Mo858Ti577Nb116Fe1048,3.245474224215323,8.23,24.648160641922406,1.8672905430299689,15.2034,15.2034
235,Ni8864Co1459Cr3911Al460Mo819Ti540Nb97Fe1071,3.2449770447160065,8.23,24.45098306310222,1.8779996850608638,15.2684,15.2684
236,Ni8795Co1461Cr3916Al460Mo861Ti578Nb112Fe1009,3.2451879245495925,8.23,24.584866566486816,1.8707188167665088,15.3333,15.3333
237,Ni8732Co1468Cr3943Al466Mo854Ti598Nb119Fe999,3.245275092124641,8.23,24.60919001770105,1.8694003131430899,15.3983,15.3983
238,Ni8866Co1467Cr3776Al476Mo853Ti544Nb104Fe1023,3.245456510053291,8.23,24.37292157188385,1.8822632554474212,15.4633,15.4633
239,Ni8683Co1454Cr3916Al450Mo873Ti650Nb147Fe990,3.241529114944516,8.23,24.760971518955476,1.8612020020051252,15.5282,15.5282
240,Ni8776Co1439Cr3844Al473Mo846Ti591Nb104Fe1015,3.2959957431907343,8.23,24.559310158729303,1.8721055614709947,15.5932,15.5932
241,Ni8838Co1460Cr3824Al474Mo852Ti569Nb93Fe1026,3.363934516855097,8.23,24.434231116343824,1.878913496333266,15.6582,15.6582
242,Ni8829Co1483Cr3837Al464Mo834Ti563Nb97Fe1027,3.3724562444064383,8.23,24.32452570422097,1.8849134085212917,15.7231,15.7231
243,Ni8811Co1479Cr3860Al460Mo841Ti566Nb96Fe1019,3.373430441308882,8.23,24.37451349855172,1.882176171116187,15.7881,15.7881
244,Ni8880Co1482Cr3898Al456Mo817Ti528Nb94Fe1029,3.3732796977422206,8.23,24.312095578745566,1.8855949320546923,15.8531,15.8531
245,Ni8772Co1448Cr3655Al471Mo873Ti618Nb119Fe1011,3.3735189892605613,8.23,24.443666018481533,1.87839874956998,15.918,15.918
246,Ni8835Co1450Cr3705Al460Mo831Ti559Nb104Fe1040,3.3755966426650446,8.23,24.31869534529721,1.8852330342273138,15.983,15.983
247,Ni8904Co1465Cr3711Al471Mo830Ti541Nb91Fe1049,3.3387830799472664,8.23,24.228022976265404,1.890213664712844,16.048,16.048
248,Ni8805Co1452Cr3801Al458Mo886Ti597Nb116Fe1015,3.27060465446139,8.23,24.5770202572826,1.8711444206792291,16.1129,16.1129
249,Ni8855Co1476Cr3675Al470Mo845Ti546Nb97Fe1025,3.2443333208450325,8.23,24.20188238864227,1.8916530282611743,16.1779,16.1779
250,Ni8833Co1465Cr3602Al463Mo854Ti575Nb102Fe1019,3.244934631141682,8.23,24.208649892267587,1.8912802441664445,16.2429,16.2429
251,Ni8814Co1467Cr3597Al468Mo864Ti603Nb111Fe1002,3.2452106543824457,8.23,24.253094668177578,1.888834615418858,16.3078,16.3078
252,Ni8791Co1483Cr3630Al463Mo884Ti577Nb106Fe990,3.2452050246035338,8.23,24.249466469149812,1.8890340934917378,16.3728,16.3728
253,Ni8845Co1427Cr3682Al456Mo835Ti561Nb121Fe1079,3.245199910313157,8.23,24.443624894812913,1.878400992752498,16.4378,16.4378
254,Ni8805Co1421Cr3667Al457Mo858Ti578Nb126Fe1053,3.245200009623163,8.23,24.521132597949645,1.8741798469411484,16.5027,16.5027
255,Ni8796Co1481Cr3755Al458Mo831Ti533Nb115Fe1044,3.245200005762309,8.23,24.28296298735013,1.8871935908892932,16.5677,16.5677
256,Ni8832Co1490Cr3901Al468Mo851Ti553Nb98Fe984,3.245194358516131,8.23,24.38405325348582,1.8816544300456401,16.6327,16.6327
257,Ni8847Co1485Cr3931Al463Mo855Ti569Nb92Fe997,3.245193477492799,8.23,24.43311191777781,1.8789745704437986,16.6977,16.6977
258,Ni8768Co1469Cr3885Al462Mo886Ti650Nb126Fe976,3.2455024787487377,8.23,24.638078812644594,1.8678360275048786,16.7626,16.7626
259,Ni8875Co1474Cr3987Al476Mo829Ti559Nb99Fe1019,3.245878563375474,8.23,24.49398892161887,1.8756565982382458,16.8276,16.8276
260,Ni8842Co1479Cr3926Al472Mo859Ti578Nb97Fe1003,3.2195068220648086,8.23,24.485146077006785,1.876138046496212,16.8926,16.8926
261,Ni8843Co1482Cr3879Al464Mo841Ti564Nb93Fe1015,3.2075333810783526,8.23,24.369091362252934,1.8824728055204545,16.9575,16.9575
262,Ni8883Co1477Cr3834Al478Mo848Ti552Nb89Fe998,3.2481686436443398,8.23,24.337004420016655,1.8842295710813337,17.0225,17.0225
263,Ni8874Co1480Cr3833Al467Mo841Ti545Nb89Fe1008,3.245427626717414,8.23,24.30448731187636,1.8860122528660395,17.0875,17.0875
264,Ni8681Co1468Cr4023Al456Mo921Ti658Nb131Fe957,3.245149757867819,8.23,24.8843060592407,1.8545771466292404,17.1524,17.1524
265,Ni8924Co1490Cr3973Al468Mo799Ti522Nb92Fe1035,3.245195030100479,8.23,24.312096035421508,1.8855949070094942,17.2174,17.2174
266,Ni8837Co1475Cr3843Al476Mo879Ti583Nb102Fe988,3.245200819805757,8.23,24.47395922895097,1.876747363091118,17.2824,17.2824
267,Ni8832Co1556Cr3822Al487Mo898Ti625Nb79Fe850,3.245200103978806,8.23,24.11447185036338,1.8964773786642202,17.3473,17.3473
268,Ni8575Co1517Cr3739Al468Mo867Ti607Nb78Fe839,3.245199987114248,8.24,24.075491818617607,1.8986343998793964,17.4123,17.4123
269,Ni8905Co1574Cr3998Al490Mo865Ti573Nb65Fe868,3.245199999304236,8.24,24.052563215568274,1.8999048220073471,17.4773,17.4773
270,Ni8865Co1613Cr3954Al502Mo933Ti641Nb57Fe761,3.245199993773233,8.24,24.005834374932,1.9024977149712117,17.5422,17.5422
271,Ni8879Co1642Cr3908Al503Mo933Ti611Nb51Fe742,3.24519991625691,8.24,23.821831234872057,1.9127569959701505,17.6072,17.6072
272,Ni8790Co1620Cr3915Al504Mo959Ti661Nb56Fe731,3.245200272624473,8.24,24.010569487942927,1.9022347430063364,17.6722,17.6722
273,Ni8972Co1665Cr3841Al503Mo896Ti568Nb44Fe758,3.245204840048126,8.24,23.546404493854943,1.9282627368025536,17.7371,17.7371
274,Ni8807Co1669Cr3998Al506Mo953Ti646Nb46Fe683,3.245189572960115,8.24,23.855656879424117,1.9108650814103179,17.8021,17.8021
275,Ni8882Co1673Cr3978Al517Mo945Ti647Nb40Fe690,3.244924699238097,8.24,23.787485253751147,1.9146807643758528,17.8671,17.8671
276,Ni8876Co1694Cr3910Al511Mo905Ti607Nb40Fe704,3.245508318313225,8.24,23.54110673324909,1.9285627603397308,17.932,17.932
277,Ni8859Co1683Cr3846Al513Mo944Ti633Nb38Fe685,3.2650893971566,8.24,23.60624411262508,1.924878570544644,17.997,17.997
278,Ni8913Co1689Cr3897Al514Mo946Ti616Nb31Fe684,3.2879294599065854,8.24,23.609353116773846,1.9247029786167955,18.062,18.062
279,Ni8911Co1709Cr3951Al517Mo930Ti602Nb32Fe673,3.306191760537621,8.24,23.552344592007685,1.927926416578937,18.127,18.127
280,Ni8877Co1728Cr4030Al526Mo950Ti653Nb26Fe641,3.3740584055617044,8.24,23.618313852280483,1.924197018943057,18.1919,18.1919
281,Ni8968Co1741Cr4059Al523Mo928Ti602Nb23Fe637,3.371550218170043,8.24,23.504974966522727,1.9306107820537532,18.2569,18.2569
282,Ni8784Co1707Cr4037Al514Mo1014Ti699Nb36Fe620,3.371179682223795,8.24,23.884794928097065,1.9092374999812698,18.3219,18.3219
283,Ni8898Co1732Cr4059Al519Mo938Ti618Nb24Fe629,3.305022747884337,8.24,23.57179259369386,1.9268258905243216,18.3868,18.3868
284,Ni8822Co1742Cr3936Al522Mo942Ti654Nb21Fe593,3.243020312893108,8.24,23.42861237831175,1.9349495458212853,18.4518,18.4518
285,Ni8872Co1745Cr3983Al530Mo959Ti628Nb18Fe601,3.2458825237145987,8.24,23.48933294780872,1.931498380005413,18.5168,18.5168
286,Ni8988Co1771Cr4013Al524Mo908Ti580Nb16Fe605,3.245183818360098,8.24,23.269041401174146,1.944061872190941,18.5817,18.5817
287,Ni8924Co1756Cr4040Al519Mo940Ti628Nb17Fe600,3.245948027792591,8.24,23.44664511841841,1.9339236888576916,18.6467,18.6467
288,Ni8885Co1739Cr4034Al529Mo955Ti643Nb20Fe584,3.2497526081585897,8.24,23.550946912451945,1.928005543649764,18.7117,18.7117
289,Ni8860Co1748Cr3980Al524Mo972Ti683Nb26Fe560,3.1571086485734887,8.24,23.525936506451252,1.9294222564275216,18.7766,18.7766
290,Ni8881Co1756Cr3944Al529Mo968Ti672Nb16Fe566,2.9570108802655053,8.24,23.428887479899497,1.934933889752647,18.8416,18.8416
291,Ni8837Co1748Cr4001Al536Mo971Ti688Nb16Fe560,2.761208168742023,8.24,23.535840437615676,1.9288610688734178,18.9066,18.9066
292,Ni8838Co1754Cr4051Al530Mo979Ti670Nb17Fe560,2.5665855382031704,8.24,23.57461437150861,1.926666286827398,18.9715,18.9715
293,Ni8839Co1759Cr4077Al533Mo993Ti692Nb13Fe551,2.371601401412944,8.24,23.61391051434176,1.9244456253700195,19.0365,19.0365
294,Ni8777Co1750Cr4047Al531Mo994Ti684Nb19Fe548,2.176600287100297,8.24,23.634528976468502,1.9232819346798298,19.1015,19.1015
295,Ni8901Co1774Cr4083Al532Mo984Ti654Nb8Fe553,1.981899979975721,8.24,23.511399803354607,1.9302463792598576,19.1664,19.1664
296,Ni8858Co1752Cr4060Al541Mo1012Ti680Nb16Fe541,1.7868999947721116,8.24,23.663811631578632,1.9216309869030892,19.2314,19.2314
297,Ni8900Co1774Cr4085Al535Mo974Ti637Nb14Fe554,1.5918999994783403,8.24,23.499803933490913,1.9309041441713186,19.2964,19.2964
298,Ni8911Co1781Cr4100Al527Mo972Ti647Nb13Fe544,1.397199980811915,8.24,23.47638458647379,1.932233575084876,19.3613,19.3613
299,Ni8886Co1776Cr4143Al532Mo1007Ti677Nb12Fe538,1.20220002387054,8.24,23.631462123509227,1.9234549612974723,19.4263,19.4263
300,Ni8882Co1755Cr4019Al524Mo986Ti668Nb14Fe559,1.0072010791059878,8.24,23.535534327731433,1.9288784104749483,19.4913,19.4913
301,Ni8791Co1752Cr4149Al530Mo993Ti711Nb13Fe547,0.8124997567896004,8.24,23.721181364181497,1.9184024113840017,19.5562,19.5562
302,Ni8921Co1770Cr4118Al535Mo991Ti637Nb9Fe547,0.6174409178271777,8.24,23.56659231056793,1.927120075862949,19.6212,19.6212
303,Ni8992Co1810Cr4213Al532Mo950Ti588Nb9Fe549,0.4224490432735287,8.24,23.40171007805037,1.9364814480481396,19.6862,19.6862
304,Ni8980Co1803Cr4117Al533Mo918Ti581Nb5Fe556,0.23068624395418763,8.24,23.249083018454662,1.945205993065296,19.7512,19.7512
305,Ni8924Co1797Cr4047Al530Mo965Ti642Nb12Fe531,0.039017429690718884,8.24,23.34371985984447,1.9397895930671754,19.8161,19.8161
306,Ni8818Co1758Cr4049Al533Mo1012Ti714Nb9Fe524,0.01866509165345765,8.24,23.623382909574346,1.9239108842972803,19.8811,19.8811
307,Ni8899Co1796Cr4142Al531Mo978Ti642Nb5Fe534,0.0008266412509943146,8.24,23.461580499612833,1.9330746334093938,19.9461,19.9461
308,Ni8931Co1791Cr4181Al536Mo989Ti669Nb7Fe534,0.00027721250419391247,8.24,23.556622800738168,1.927684242800198,20.011,20.011
309,Ni8853Co1790Cr4021Al535Mo970Ti674Nb9Fe528,1.96896196183373e-05,8.24,23.372098913101023,1.9381696389135759,20.076,20.076
310,Ni8896Co1800Cr4153Al545Mo977Ti669Nb6Fe531,4.6877819289077905e-06,8.24,23.479988125000663,1.9320289290371593,20.141,20.141
311,Ni8857Co1780Cr4140Al534Mo1009Ti701Nb11Fe526,4.3634386708431493e-07,8.24,23.628001638721337,1.9236502229173944,20.2059,20.2059
312,Ni8944Co1806Cr4024Al537Mo950Ti615Nb11Fe543,7.791094824942968e-08,8.24,23.25061920782375,1.94511789561973,20.2709,20.2709
313,Ni8783Co1769Cr4130Al529Mo1034Ti707Nb12Fe521,1.0636926225698646e-08,8.24,23.723842574734867,1.9182528369735803,20.3359,20.3359
314,Ni8972Co1793Cr4003Al540Mo973Ti637Nb8Fe530,1.0136909248322089e-08,8.24,23.319363048452644,1.941181517880015,20.4008,20.4008
